a0,b0,c0,a1,b1,c1,x12,x15
772d7de6,7c2d8d8f,ecadfd35,75a32076,f8be5a59,4de64417,e8aca8f3,49654441
f236a9f4,dd4b0aed,5da5074a,4fdb72d9,bd749afc,964f47fb,3d93875a,d65457ea
24328e47,914f0ec8,8e4275eb,31a02d66,86381659,007a51ff,8a707dea,115a59ff
ab58a572,1f64557b,cbf79a86,a1ad34bb,4782f0dc,1fc4fffc,c3b73fa4,1f60db5f
d1998c53,24cbd9b1,b396290a,732562e6,9de3b84f,01bdfe2e,229e2958,309d9ec8
0543b541,f069585b,b19314b1,99684a04,25ef86a4,2d28ea95,b49180f0,bc28a091
ff0c3e7e,a3d503aa,f3e39e61,e86b1c61,be2301c5,3d041334,eee79c0f,35661355
bbddce1a,2de92186,bb2b2086,ecd51a4c,8cf42f4f,f85074d8,1a362e8e,58457e90
650d9067,9f53646e,f402374c,0b676a14,63900fcc,bcc1e887,9003376e,b4828287
c9c04bed,cada1a59,d2c04f36,fd5559cf,3f3854e7,2e77952e,1300059a,db37dda0
9842dd66,096702a3,993cb9ad,32cb9200,36a5342d,acd53379,817eadab,9e172179
d7f7beca,e475852a,3d765ddd,9764eed4,1f6364f5,95060957,ee60fd17,0602e983
df61478d,96828037,fde7beb6,c202d781,ae9ebef7,7d6cb758,e5e7b836,7d6ca1d8
ba8b1175,38d5a19d,eb4c6ed9,77e31b30,e136fd85,150c3cd3,73cf7ec9,44ef24c3
5f8f9dbd,1ec72111,246b08f0,8087fe9b,cfc5203d,baf74c18,756909dc,3af54c10
cdb48685,675571d5,4fdd503a,724d40c3,fe0ec413,398d3cfd,c6cdd4be,29c43c3f
364febd1,3f7160bb,4e7b3fdb,d37b5d74,7ea7737e,7907bb24,4e3d3c1a,3855aa60
f410528a,4466b597,e6b45024,313a16af,0178de56,8a4af882,a2a412a4,8b50fa03
1644481a,94feb9ff,32decbf4,b8e9b09f,23199015,1fbe262c,249ac3fe,af5f06a6
da8fc0d3,fb544675,5106e454,334700bd,c331631b,6bb667f0,4903e416,5bf367dc
acaee39e,064621b1,7be3c765,2405a401,ac4ed945,cd45f73d,d3eb27f1,ed45573d
52d8a281,ecf70aa1,0f3d20cb,b86d6ebb,ab72c083,05e9c92c,4dbda2cb,05ec830e
df0d9fa8,f871094a,64c2c24d,5fce28d6,7375b321,c5ba21b8,efc65865,cebe09fa
03807b23,481522ee,608b628d,af71c718,0394964c,0ad2e7f1,630b52af,01d363f1
726fb792,1272f616,34f64cfe,34d5b558,40f45a25,2bb72d22,66f0e8ec,3b338932
0ab0df39,0fcacb83,a603e313,70f280cd,323f6fb4,cb074256,aeb36722,fbf7c253
c4ec2cac,cbbea06f,dcbe1031,b7a40900,71cb8bcb,b59e005a,5cda3895,07ba095a
88194943,4c6c6fca,28deeffc,b8b70a39,4d1d114d,bbbc4427,28cfa7ff,bb8d4e26
fb2466d4,f1bdc681,603b9746,e566d3db,21f89a42,564f1ae2,b03fd386,960b4a21
4693ea77,442a37e2,af334ab7,6a5468a5,c619313e,36163274,ad2048e3,340632f0
a5ce19d8,f8e6b67d,063b2f78,15fe333f,ee30953d,a5c30e5b,02fd2e38,b1152d5b
4e515d2a,8ad144d2,b0097905,466e71a1,b85bd54e,8d48ee91,b209680d,8f42ff11
537c0658,10b83454,d63b94b4,716c8526,29326f21,2d9e747f,c73396e4,1c96755b
d3f95e56,5b3fb092,1650d824,827d243e,4c46059a,8d936560,0529cc24,8fea4168
e0fce0c3,ad41fc91,c455c72b,7bc74a4c,30b56be7,7b829e6e,44a14769,62469c2a
d32eda64,0c62763a,8a24e26f,381eec3a,424b9017,0d020b05,c80c204b,050aef2d
764a903a,18b14164,53517d9b,c4a8e877,6b997ab3,eaf35458,21596d89,aadb7c0f
ade4ad6a,3afd6b6d,7a9180dd,307249dd,6b7fffd9,502a6e84,7b1104fd,40286e10
0a9a2541,a63f4c65,aefb9491,8d9189cd,67f30e31,9a933350,ae7394d1,1b133314
cf5d750c,ad90e5e0,0e46cd4b,136f3378,17cfa517,6a8bbd7f,841b8d4f,78c4bd0f
be6f5a1b,8fa2bda6,86d418a0,2ac2c7ea,06e773dd,11b94e04,0e9152bb,19f9886e
ea9afa4c,3607b71c,93bae1c3,5001cce1,ceed0913,594826cc,7b305bcf,0948aacd
88212a2b,0e31b0ec,14abdfe1,fe188c63,4a22927d,d6f614df,14aafde0,92e614de
d9f56bbe,a14d3488,d8db6aa7,3586c8f6,541ef02b,8b4a13a7,098a2a05,be48d305
f205df7d,06b9330c,18413e3f,dd2d23b6,041c131e,791da17a,1a443e2f,79388168
30dd906a,9099b3ae,464a6aca,ff310f50,87aca69e,f292fbd3,565f7aea,e5a3fec3
6601ad1d,7c2f5a37,efa7863e,99bec88e,aa7e7d13,e6ce19da,a9a6a33a,76de19de
82f11061,4897a40f,b1ea6730,7136e0b8,f6843a29,198417e0,33fb7710,299697c0
1adfdb67,61a276c4,f93f93a5,5c4b3e55,0259b042,604ec0a1,fbe451a3,2005c6a5
841ceb5a,8784ee9e,ccfbdd06,9224062b,a708e103,e174b9a3,ccf7d61e,e170bfaa
f1672db3,96c3bcf7,afbc337b,8f157c4e,7a3516e9,14fad12f,4fda1b69,98eef921
236a1463,76f0bff2,a1a6d855,47418216,2a362576,1dc828b2,a1e4c855,5988aab6
5bab5973,dcbc8cba,5d7eace9,b91c62fd,08ffdf11,d4bce6cb,0d7dfdca,44bca462
56c605c1,ce1c718a,2b31cd1b,488208c2,5e34cd8a,d8759a7a,3b31c91b,d875927a
a6389d13,fbcbbe20,311a7e22,136b20de,1dfb6b0b,b1ed619d,972aeb21,b3cd6197
7fa4569b,87f4ea7e,7a0de8e4,60a49efc,b9be78f3,9fdecc1c,440dfa6d,bfde5e90
7c82e089,52e19a41,30210592,b4516ccc,e7ab3b6a,c261c20d,0423a59b,7621e205
5a23985d,00ae632b,ec4dd297,f93c8b0c,f7127a5b,bd868a2b,be6dcac7,4cba832b
3abf9b69,3392edbb,7f69d2aa,c30931aa,93943ba5,6e5c2856,5f6f40a2,ee5c385c
127383ad,48aa2cb3,b8c8359f,94afb16a,2c79bc42,d21fefcb,b89bb53e,d69c7fab
350b983a,769a76c2,55a3ee7f,a7cb4e7f,60de951e,6c66c3ff,41a36e67,6a2681a3
6531c181,30211803,ac0bcb2e,c2519324,5b02eab7,30702d20,cd2a0bae,7271bf04
e21cc880,d807fabf,f708de85,b1a17500,be5d8f51,35e1f17d,95109e05,15e1847d
297ea8fd,1eeebcb7,a993e53f,6daddfad,ee71192c,9c8f71f1,898d45a6,fc02f478
c75cbbfe,d015b054,718f53b2,27e97e19,6ffe8e4e,a48756f4,f6c769a8,836e68ec
8e6e82c9,ba9b0533,f51bf301,7a388471,2ef91de2,22c23bee,7179f3c0,32e23bbf
45bbaba8,7b3f01d4,00942327,1efc792e,2245d33d,d8e87d5d,41aea18f,c0902d75
09b4cd3a,b9d569a1,58554eed,cb28fa02,6a3ebff4,43c10fbe,59f58afd,80e9ddbe
aad7968c,9446891d,e9174c51,cd15d10f,e8f9f366,4a54aff4,c1805e59,0641ffff
7f9c0720,4012665e,01d98caa,450f7a2a,820e8ae9,d7bc16ec,43c5888a,97b07ece
174f539e,b5a93e6a,d1f54d6c,08905287,a25d0ba8,474bd19a,c6b15cee,47dbc118
1a021e76,c1a66f35,71f267ab,eb72284f,e3e3dc32,914fb80a,73f275ad,b30f980d
185e958c,af77ee1b,5a21a676,bf578a6a,c398f90e,a004b65e,526fb372,8c43b45e
afa90c54,474bf36e,6f2d7b6a,328e0393,28053e81,82b42cd6,4025772e,a0ba2d55
849879f5,ea22ef0c,3f468bfe,53eca788,01566201,cea8adfb,bf5682fb,8dcc28f3
6cbc7c11,4e58ffc5,b0300ad9,98eebee6,b2d5f02d,1401d19a,dcbc06d9,8c8ddf7a
b448871c,2a25903f,c18a1501,2b4970b6,71919ef5,b0e36c2b,d18a1309,bbe36ca9
61526a33,90a60a0a,d6a39313,eb5c224a,c9196f26,5b354c1c,97b1f333,12296c14
b0e490cc,5705e455,b1b67486,5eed29ea,a67e17a6,cad1c2df,01d6e446,9ab8e33d
d2b833a0,2d15ed6a,f1139940,6e4fc0f3,c7d8efc5,7be26f64,339b9be0,11af6fc7
d889886f,b06d16fb,2825fc75,eed23a06,dca62945,4d402b1b,60acf45b,2182111d
4e6ec1ae,15bb0e4b,5393fb00,88ba0fc0,704ad610,279bd658,17f33b0a,272bde18
e457a8ba,d500f2d5,f77c8d63,a1a9ebe5,2f37447f,93b58b60,176b2dc9,339429c0
0fd9cc70,d65544c1,72004460,c494ea78,7435f3a1,ae2e3b4e,7040c000,2e2e992e
43fcce32,38574c8e,632a4ae0,2700500f,067cbc1c,7882f2e4,61028af2,5e82a2e6
ec3db4ad,2d1c5cec,a967857f,c417a569,1a32a4a3,051eec78,8d4b3572,01184c31
87cb49e5,31265a64,c09ffe1e,2e77ddcf,a730b3c1,6bdcef55,469db7bb,6dca26d0
8fda1d80,9edb196f,eafce640,bbedec1e,9d5fda57,594d418f,e97ce740,5ac98197
1e506025,1e41539a,6d6e7a91,106a6ca0,bffbd9bc,e4d77714,6d7e7ab5,e4fd7f34
fabcc0db,0fd011fd,6d38faf2,8101205b,0af2d075,68174a2c,6d183a7a,69174a24
05f4374a,692e1492,dffd0a8a,1affe810,06546ca3,3116b426,da8d3a8a,3b6cdc36
7c0e899b,2f73ce98,a154a4bc,cbfa57f1,6e56d851,4cffcfc1,e150a435,0ddfd900
1c54ea97,937cae27,1dc07d02,8e87516e,ac40c21a,6ea0d0fd,01d41517,60a490d1
5f37dc18,47e67273,415ee1fd,dbe78e63,c6bf73bc,499fea01,404fe1f5,c8deea42
60ae304f,06b3b281,a3c76774,c288fc86,1a9a6706,5150f748,a3ef7773,515823ce
360a3522,f3ba8504,48400c1b,cd32931f,bb4e000f,0e8a68d2,48400919,46bae9d9
bfbb9b89,2d87fa1c,7a49c731,9e8a967b,a871c631,8c49d7b6,fffbdf38,08cbc39f
15437928,20e093c7,758fed48,3279e872,0c462e85,561fc362,718dd448,763f6b20
7580f33a,7893c8f7,037f14bb,b80ac1ad,23ad3594,182eeb3d,527fe599,00242a1c
198d3be5,45adfed4,4d81c9c2,77cb90a2,4a25bc7e,9f6b155e,4409cb62,98e315fc
67a59ed2,47135a43,956417f3,3a6ce2b7,69c83716,7417ef9f,b3e51ba3,5e5f8f8a
d46e2bf1,58e02a60,8f02a157,ba634a32,628bf9fc,305180ef,9f68a2c7,0a32c2ff
d44d60ad,2b4aea62,f17ad98f,a3fc5120,cf102467,bdcf2dd2,3532998a,1d976dd2
7c740c7d,cdf16d91,d60c8f6c,b5f84254,e2266951,6de42cbf,fa588b2c,48342cff
ded95f25,e2041610,01beb604,17befd34,9f75c6b5,44b43d47,5defe621,5184ed63
04eb6b01,01f7fb18,09edb542,0194f387,4e5238d3,57c4334d,0d4cf643,5640f0ce
e4a0a70e,480e8aa2,2aee0eed,cfa21e4a,3c23d02d,492d37a2,4ece0ce3,0d0d2da8
47e31fae,adec98a0,53a41f69,9c1f591c,7e276f57,405fcec8,106708cf,d0549fdc
1f322372,9c010b13,4aa80514,4800221c,d95cf7e2,d178cdba,4fb82564,9178edaa
34ee4a8a,0fcb3540,d5abfa0b,f4f546a4,a84d1717,da248195,f12df809,7ea08391
6e83c0a3,3ec6f10b,c0d1ffde,bdd82066,46c678e1,227783b9,a8d17f7c,1a7783db
04089da8,cd181cc2,bd6fe23f,d58d2429,000dd355,84e5913a,b96f6fbf,41e0953b
bc09512e,05bfa6ac,65dc7022,4559d9b7,6ed8eda3,0cae087f,4ddd312c,4def4178
ecfc70a3,a91694fd,ecfe8cd7,b10eb7aa,620e7a4a,3cab39e7,24e6ec74,bda39f45
b45e338c,5df11411,0753077e,18953e11,ed63364e,20d7d236,b7412572,3047f027
47ce2238,2cf5b76f,d155f572,6b0342fc,ba2d0c95,d7647b15,d79dd74a,d56479ed
102d4ceb,d4438871,e5faa644,bc97477b,d7224371,ed744582,e5dbee44,ed750682
f31c34a4,0e9cdc17,598de000,34c21a36,4b188661,6e8b9ea3,1889f024,6a0b8495
dbb2ed2b,49274474,8f2060f8,79815d2c,c73f57ea,b712326e,053061f2,bf122362
0d0db667,f0abedff,f1eda2a6,2ad5fc30,cca2cba3,fdd54c2c,fde484e2,d5d4683c
afcf76bd,cab5aafc,bbcb0916,e1c888ca,71580bd6,ac9650e6,1006293e,0d5ed0ec
f5606ca0,b250130e,beb56aaa,8d89d321,f6de3bc7,6217ec04,fab5422a,669fec05
6a2c8675,28c39619,3a02b90a,9a2bf6eb,130a0531,7da3e792,100a3b2a,67aa75ba
52938935,70760ec5,ac1cceeb,647eca0c,088170f8,4b787f48,fc8fc6de,2b0e3544
c200b46e,9c6eb32f,a6bc50a8,9a25d828,0a78db97,5efbdb11,24bc7080,ccff9339
a4ea0e0b,b9027bfe,10919c37,a4aee3de,1b0ad5bd,b13ae3d3,b0999234,11324191
e865f2aa,4554a883,cf3015df,72b91f9e,26ed4af8,2044ec3e,af11f7f5,42fdee24
e283cfe9,124296f9,7fb1a690,7f8c830c,dd4ae592,eb555a73,bdb1e5f9,a45d597b
916e7ef5,3c3a79a9,977817ad,ea2bf5ca,4bc2173f,5f252178,86107939,3d0d45fa
a0914f50,f764853b,924ced70,8a0ca21d,0ba98c1b,9f51d68d,32cde470,175dd68d
5e9f569f,21e01a1e,0bff5c2f,33c9fe5b,1082212b,e2ca426b,1bfd4e3a,d38a787a
3657da3b,f4367277,a23d81e9,410d4fe0,4d2f771c,3cc3d30e,922c81c2,3dcad66e
18d5c51a,2f22dd96,5b67c701,e93c0cef,78063aaa,1d37ca7d,4b630219,5c13ce51
b71c24ac,6b5b96a5,adc13b29,600ea93f,7fcac9a2,0541f7cf,b9d13f2d,0541fec8
32b2f12c,d58eb04d,c480b1e2,7f5af5f9,8bbc930d,8b0e48be,d6b290e2,d51c69fe
f2e268d1,2316f130,390fb332,5b977ebc,d3c7850f,67d98957,c9cfd323,3748fd6b
54ec1bc2,4724b159,2dccc828,826d8ecc,b4909dde,0cd04eea,7d68c0aa,8ef4426e
551c22e6,7805800c,280664d2,ef68278c,61e04725,2b36dd98,390266f2,2256da90
ea65347e,1bf15fab,70c92c35,91c104ee,aea955aa,67b1feab,d0892c35,f6f1feab
47a0e540,be449d21,ed4a8125,7e66c0c8,d6ba92fd,40c2a086,adea8465,28a4a04e
6d216094,3d785cef,b9866507,a07eb7d0,eaf39774,8d6f774a,fc872597,0d65f4da
fa72294e,047f6d3e,1baf161c,57f8e33a,562ae192,3797020b,49ff1e10,65c78223
650a0cae,80d90cfc,a40146ca,9cbaea64,559229ea,121acd17,e10b42cc,8610ed13
3eaad06a,0cde5934,bd7a576c,712864e6,32ce2987,a7e1c9dc,837a074e,97e1a97e
4d25b6c8,8df338a9,fdb3b357,ca9b2bd9,ebe30ea3,0294ef05,b9b3855f,4084cd0d
cabb9a9b,712d652f,9120e48a,9a60d5cf,913725da,4f3491a0,513ae41b,cf34d165
bd03fd47,b557a79e,da9fdf0b,87f84a95,a6a08c2c,d1b583a3,cb9cf609,d2458933
86c711b6,efffd621,174328ae,f37f1107,ceba4673,148b8458,170638bc,35ce945a
c3098a1b,d5bf5399,2d2c44cf,c0bc913e,583fab33,47c144ca,ac2cccc5,c741d4e0
cf4de7f7,c1d3bbb3,b50ae2a9,1559964b,1fd6174a,b9b62072,7b0f4658,adb7a43b
086565fb,5b9bcc7c,ecde6ac5,a3eaa8f0,35beeba9,f99693e5,e4fb4f14,dbb6b335
c18b14c6,2ae8b6fc,e602e8d6,6736eb55,3c7a273b,6d97a865,e680f810,6b852920
e27f8b82,0c662422,cdc9e7d9,3fa17a65,b00cc35f,c96fd70a,6da364d9,f54fb56f
862e7a84,f2c88abc,1143e934,56192db2,88d96c0c,6f3d9a13,13438bb4,3d2cbea3
b27f03d9,71b22248,5787d3e6,86a12c13,dfe10ae7,08d2572a,f5d4d36f,8ed37f29
22c5d34f,915bdd1a,ca05569e,878af552,4979ec56,c88e2230,ca0547d2,488c1370
53453cf4,d053faae,599136c7,e55085ef,9832905e,64b3b2a1,19d01e37,24f3b241
ad591279,6311ed83,a146b299,388cffc7,3338e9e2,9da115ff,a14fb2f8,8da911be
3bc28f90,8c7d5bbf,42e2ab7a,03d882b1,ef85d02b,1949e0de,612220ea,1a91624e
cd84a56a,56aa2941,b5c694d4,c988804d,8734ece8,14d314c1,744211fc,d55b94c8
3456f7a1,33466819,9dba89bf,afa0239e,256c9cca,659c11f5,89b87d3e,63bc3167
ad9fdeb4,e6bdcc2a,790b4ab4,820df7be,a5edbc2a,b7cbdae1,781b1ab4,b5cbaae1
75099b19,b26355c4,657a78aa,19c6e5f0,6844d85d,aa3a6684,357bf1b3,b23ce314
7ff81696,4189a3f7,5a881dd2,8a9ddb50,de76d537,598e873a,45700b52,d313d57a
515453eb,de7a5296,c466050d,014f62ec,498aa0a3,e849c217,d536572c,e909a033
851be7b4,4a79ed6d,9aa165be,770194e1,2e864b42,d9dfdf12,9ebac39a,bdde5b33
d9d19eed,26449809,f3285ae6,8bf712f2,d587362f,64294087,22e9d4c2,e7ea42a5
b741e3d3,91060256,b9911edf,e3d66030,a058cfbb,eaf4855c,88d1df1e,cba2c57c
d364420a,0482736e,c25191df,c65c3150,e5010e00,9cec3b78,0351d1d5,5cec0a38
0cf031c6,b2cfb1a9,fd83e3e3,70d01b04,41507ac3,3ef4ca54,fd13e2a1,4e64c154
4ba0b133,f8d91171,efbf499c,1b50273d,c8a60e09,2e871f6b,ef9f58ac,3ed71853
49018a94,17bcbd86,bf95de17,b2a6a3e9,807d4ae6,082d5ceb,be945c17,9aadff8b
b796a85e,2ce0128a,c3cb4454,965f0d8f,b0f1d62e,45467dd0,57dbc450,d1577954
4d93d8b1,01f0e117,f765e8ab,6834451f,fb69fb4f,69a52a00,bff4f0bb,01b52a18
95c5f7ab,241a2cc0,479baef8,1d8fdf7b,ad7a72c7,616d657a,c6dbf8fb,686d3b79
2b8aad13,676d8dc5,d2305135,d4cca3b7,8b613d34,e52bd725,fa38f124,21277794
641e67d4,c63636ac,81cda9c0,33885544,ddc8bfd6,65639f26,81d3a890,76eb9e66
b0d71659,b1721985,25e5bdaa,8087ebf7,42d72330,515c2d0a,9560afbb,d1d907bf
c55b0e03,4d23a34f,76afbc89,4d823b30,53c3c6ee,3ad444b9,72efb888,36546599
01e0a7d4,3cfe2bc2,83e590c9,413391c7,be86495a,5b386122,8385b259,5b0861a2
22b6e7f5,0244e65d,99a5d07e,b197dc69,69b6610f,35098448,bb17572e,149b0008
f3a46f8e,7fd59101,b0d5f436,2506dbeb,e34be4bf,d169bb08,205191b8,d56feaa2
ba86693c,b5d4ef9a,69db206a,a1627ae3,6e3dfe57,cc43bdfa,f35b2166,4d23ad3b
d2153020,7129c136,c998a5ee,4ea8797e,7684dab3,b5b50303,cb9db5ee,b31d1a07
c49cb06d,b76fd170,1b1ce96c,fcff91c8,00ed0435,0abbf67b,9f9c7929,be39673b
ee9e484e,24c4d750,d41ee902,a8384b87,dce138d0,758c57f6,3c1aa102,ddac1c76
1cf78763,ce453132,8adb5f2f,1eee7e08,ad5d834c,3311de8b,8acbdd4d,3119ec83
d25065c1,b4ef0b31,b55cb58a,e1a971e3,93950680,6f83d282,b70cb00b,4eabd323
2ee19cd9,5557356d,0ab8712f,75ab8776,90d6cc6f,ccb604e6,0e39e92f,893785e4
782b605a,ce7eded3,70b8b3aa,16ec4c43,fbbf33ab,cbc6218a,40b9d3f2,df066dca
c6dc4585,eaa3077f,f8996a60,c848ea03,662ce534,96616aca,7c152a61,1e6988c9
e527061f,e33373a8,5062ca56,4c473b5d,8e751a2e,0c4da5b6,3564ca50,400b8cb2
cc6f5ab4,a1c66016,dfa086c7,902aa0bf,b2645119,09a0480c,df8296c3,19826803
6e5d293b,1de6a29a,fb33f8da,d040666d,067f3d43,ad6d2d6e,f12af1c3,bd6d2b27
38d394e8,39c67600,5f6096b2,7dfc80fa,0181bb57,eded773f,672312f2,d5a9f76d
43694a8f,ba36cc76,eb606ce1,40849db1,ba647f07,8d024c92,eb206ee0,8d02dda3
a675c56b,17afbfa5,0ac4639f,53e52d31,abf93fe5,fc9df299,ae90e3df,ecd9f299
8a248360,f7339bb6,48132a82,1ae49d8f,ec296bfc,14b9449f,4213aac2,0eb9d495
97901865,9c91a870,23254b85,d33cfcd4,b6f7ba92,59d0ecf1,21255be5,5bf4fc31
e146829f,767e76d9,c6327549,537d467a,a9276820,fa023364,077277d0,a95b351c
f2615165,6b9ce454,51afec1d,c4ffe8bd,d0f7ed72,eebe8deb,e3ceed39,6ed585cf
f5c96c9f,db413a6c,3e8702e3,f668ae6a,63b47f84,dadcfcb3,8e46466b,6abcf8db
08a8a010,29244d2b,cd132630,8a4429c6,5bbcdcbe,1a5fbdd2,cd9ba620,185fbc56
6096f712,1bd65f2e,48c8b8f9,657d7f98,25f86aa7,96894595,68ce8df9,b2a5701d
9949341f,c71859c2,03c30e51,9c2888b8,dc756beb,af117016,1a8a3e58,b739703e
71f2eb76,d75393c0,3290cc25,06f262b0,dbb19ae6,ee504964,3272c503,eab24944
81b82ba0,ede92441,c6d739f7,33c4b5ca,7d9d3878,ef0a38c2,46e731d7,ff4e2cca
7babe55e,2cffba8d,0120b4b4,a1ad81b6,927a8c8f,3e840017,3ba190b6,9e010015
2d16b953,26edeb0d,5a52ddb3,bdb8673a,619fd787,eeedb0e0,5f40e5b1,ebdd94ea
c85b1568,55d4a640,75c2448d,be612e5d,a34b45b9,17de30bf,b5d945e5,a1df12e6
9b05d73c,e19346fc,6bfa0254,d86d6b13,716ea165,c70da665,fbffc54c,5760c574
dc87967b,cd414837,f56f594e,9ddb89b2,904bd2a8,96ae5b4e,a96dcb55,8ba4d3dc
7f9b3a9f,679e4b68,c904d60d,888d5651,216ffc8e,5d10dae5,8f95e48b,5d91cca5
473011ea,d8d63d1a,da499207,61a0cefe,6bb7d1d5,fdeff41d,d96992cd,dccf38d3
7395f771,98cd968d,f41d051f,eb7c0b35,4cdd97b2,67d83349,a40d042e,a7c8327c
48282e03,79e536a3,d0227eb8,7430c3fe,224ee53a,69c03713,980a7cb9,39e0f48b
f1a3f928,7b9fbba6,400ae5a9,9a30dba4,2c797c0c,38b22aed,11a82481,2a92e94d
188044b3,38202c92,d8380beb,09158e35,a4cab1a5,a2e46d4a,c0b80fd8,aae4e17f
1fd9a45c,5599daac,e691d18d,e9a03df7,eb988979,72443589,f890d1d9,da44245c
624b1cd9,d5a92877,ee772634,158e4439,c70b84d1,3fbdbe17,ec752ab4,2f3fba37
74c4c838,02987e6d,4d87192a,7855487d,37cab054,e5e65148,79c7d112,d5b61971
719a8e8a,85f47cb9,42ad2b50,b62095f7,beb8a616,9c4207d7,73a5a1da,ae429770
c233ee13,67abcd4f,a7200424,dcfe030e,128e6302,1d168755,e701aa25,49328559
d9ff4ac0,e5a13a55,490e2197,7817815b,2d0a4486,4f8885b9,81a56b57,078b85ea
5a63acef,98a19236,81e4b682,b7a32795,b7b3e88c,1372cdb3,8be69e28,3470ef23
40328b94,67d182c9,ae30b8fb,8accecf4,569a2fe1,238cc448,ae3231fb,23c46868
071c1bc4,0cec1003,c8914615,e8b7417b,62baa4ae,7bfef0fe,ce855691,13e8f0d7
10fa6a98,dda89faa,70a3d83a,92d74ead,a97263d5,6f9aeb4a,6079b022,7f48a767
9509e16b,3f0d3028,90b6a8e7,d1e8ce2d,6bc5d282,17a3d025,84be48cd,476b120d
2aa1f34f,ba7a5dae,1329291c,4cf0aaca,062294b4,b56343cc,3b29e816,b933cbc6
a43b9c57,9f7ec378,4b4e827e,9f06721c,2837cb87,68c9150a,ef478a29,ffc91516
40cd24b8,1a24bb86,1d0f6551,a6a46d03,eaca03ce,af328fee,5dc34559,0f96a7ee
9944853d,56735d81,62a4f088,b0711057,9c33f54e,02074639,eae47085,8247467e
8707d7b5,b41c64ef,9c686202,dd743f53,ca5f6d03,da340c21,9a6b63a6,86740561
2820666c,d161bd97,5ff2a77a,89456636,1da4599d,3ed4c72e,57f2c372,b691a32c
d67468b7,40c35bf1,7646f58e,9b06e6e3,fe4a12ab,c54bc57d,e046bd9c,5f4b853f
980768ae,39f70d9a,f8c8c4b6,bf961896,71402ca0,dfc4dcab,f0cfe49c,d752dcb9
edc563d6,3d0bb535,53764876,79ea36d6,8f8f9025,00a06dd7,f3f26966,302049c7
dadd019b,8b2ad4ea,ed40a398,94200f34,832b7e9b,2826065c,e541a389,28260c6c
19422a74,1d343548,d355feef,314d13e1,7c48fb3c,c22add25,d215f49b,e366df45
2b089d89,5e7d30fc,cbb30ff7,79179e53,1ec6a6f2,94530459,cbbb9bff,d440925b
c3d161df,7f5f953b,2f9269ec,36c35443,e43adb84,f9ddd2f2,acd32973,eb9c96f1
c3d55c5e,47b5885d,9d745a5f,87d88342,db558e60,e739bb8e,1db45e43,63f9b98e
73b2956a,cf13f543,a0417f4b,5493119c,8f3653ac,ccdb9d30,e061fb21,8cda9dbc
9efe2610,1f1398ce,f7e638e8,f7a9288d,572f8845,50f2fe3f,ffda38e8,10dafeb6
4173d71f,51a757b7,abc17895,cf2a9e86,6d583e7c,fa77485a,abb2399e,f65d40d8
f37c518b,8c7ec525,fbd83fb6,cf515bde,39222a2a,256bca59,4a847ebd,a03b8157
d8c59524,0a84579a,811a3941,999c12a7,4e5ce177,a1f8ee84,c1daad65,a160fc21
8e1da155,8dc283e6,a9c12881,e6822ff0,31bc1d08,5c6172f5,25dda8c5,f8637c15
29020605,a2c4dbc6,0bd5a27c,669a2276,0bc8c846,263ee2a2,22d5a07c,0636e0a2
17db9021,9fd1c92d,cb440c81,d33513db,19bae4cb,6aa0fe85,cd0f0ca1,e881ff47
7a8696c4,1c1da852,d1b8c843,aec125cc,6bfc6cff,ad00bdc4,a3384cc7,8bc1b948
11eb240b,c440c69f,2f7d7a8e,be68fd61,fc8288a7,ec6f64a0,3fbf7e86,d42f2880
4c36c0a4,1313507e,5c3cd195,1726bdee,c5a764a3,1915a439,1808d111,0f3190f5
5d986554,1dbf3c76,9b9b2f26,5674b785,5d2f0f85,74548895,db0b0e76,3444bb14
fc7c4afb,978d0cac,c67b0081,60a77b44,b88e3a44,b8dd47c4,ea7b0269,98de7584
fd65e37f,ffb3420b,01a55c10,8782dc0f,677c0232,1122dbca,99e01c29,91a09bc3
35ee02c1,8e94220d,03453780,f11eea1d,8e58c719,d1ec1f6f,03893780,d1e0ff7b
244825e0,fd6b71fd,ea441830,9aad238a,5d07a2aa,f5bea9a5,ca0c1970,7592aaa7
65a33963,cd9062f9,85b433e7,815c16e3,8ffe0dd9,966c2bb3,c5961ac7,96202d93
d51e3c9b,0aa9439f,77de48d9,34c9fdfb,841f43a6,c9018c6d,f3c848c0,cd818c54
f8331e43,c39a7948,2abc1305,8b39f3b3,571a07d0,cd1e3145,babc0d05,4d1e43d5
5a51daad,1d65ef3d,aa2f2421,c0880a88,92a9424f,4b42237d,a06fac01,cbca2b7d
1e034d22,f3271954,50d163b1,a8a15dbf,44a5afab,1a3ebdf0,46d36793,babea94f
9b9e8e10,6cf3a8af,782d0bfa,6940717b,c1813e29,7f62d388,f13f8dfa,5622c38a
61ecb5ed,79869eba,97cb6553,1d8122fc,cbafe1e4,ad51593e,b7e3501f,bd507b62
0c1827ac,fe3c7f8e,df9dc2d8,154052d1,9b919be1,930dead6,db95e6f4,960daa97
6ca230db,4d8d0b39,4eba8d0c,b48103ef,420b57fa,26e50992,42389dcf,22650951
3c0bfccf,8425289c,44b95831,2bd63b68,7e1bcbcc,d8a5e6e1,7cb3b871,f2b3c5a1
