a0,a1,r,c0,c1,expected_value
4c6f2535,8a4ac548,3b22006b,774d255e,b168c523,c625e07d
61799bee,f01b0c34,1e6b5711,7f12ccff,ee705b25,916297da
a0e646a1,ca47e8c1,94e1cf72,340789d3,5ea627b3,6aa1ae60
bbc52ad7,67bfbabc,12a1e4ef,a964ce38,751e5e53,dc7a906b
296abb56,39f3fcbb,0fbe47ca,26d4fc9c,364dbb71,109947ed
5f7963f9,aa83a7d1,db8c99b4,84f5fa4d,710f3e65,f5fac428
f3321308,5ffe7316,49d5396b,bae72a63,162b4a7d,accc601e
66777ccc,4d9816fc,1378908f,750fec43,5ee08673,2bef6a30
6d1c5517,b28242ca,c8d42f63,a5c87a74,7a566da9,df9e17dd
2e5ac8dd,156f84e7,ef00d387,c15a1b5a,fa6f5760,3b354c3a
03fc66ae,0323eb68,4822e897,4bde8e39,4b0103ff,00df8dc6
733cf772,2cc71645,f1cb5e26,82f7a954,dd0c4863,5ffbe137
d7d0681b,43f86b92,24f04172,f3202969,67082ae0,94280389
5f97dfa0,082c32a3,1acebac4,45596564,12e28867,57bbed03
1ec710a2,9fa2219d,0f02d5c7,11c5c565,90a0f45a,8165313f
fc87596d,70e0926c,dda69f43,2121c62e,ad460d2f,8c67cb01
89a6a081,a0b6ac3d,65a52d14,ec038d95,c5138129,29100cbc
a8eea9ee,b208160a,3d6a113c,9584b8d2,8f620736,1ae6bfe4
de6087b3,f7a0131a,038be3d2,ddeb6461,f42bf0c8,29c094a9
ced91d53,25a7446d,a8e6bc2d,663fa17e,8d41f840,eb7e593e
bbe4e1c8,00c7d811,1d87211c,a663c0d4,1d40f90d,bb2339d9
95f72e66,9092a7ab,801f3018,15e81e7e,108d97b3,056589cd
fc77418b,4b26b17c,ca632f64,36146eef,81459e18,b751f0f7
3c8790c0,3dd79376,94a0ff3e,a8276ffe,a9776c48,015003b6
e283ab54,a4917216,e81175c6,0a92de92,4c8007d0,4612d942
d523edf5,3d9abcc4,fef06582,2bd38877,c36ad946,e8b95131
ad171cb5,17e792c5,f5a3822e,58b49e9b,e24410eb,baf08e70
8a3d64ac,c38fe521,4918e344,c32587e8,8a970665,49b2818d
d680d7da,e360abb8,108cd21a,c60c05c0,f3ec79a2,35e07c62
00a0a89d,054034d6,3c2179db,3c81d146,39614d0d,05e09c4b
8d7f878a,a0db354a,bfc9df2b,32b658a1,1f12ea61,2da4b2c0
50088f82,3065e2d3,c5e64ef6,95eec174,f583ac25,606d6d51
3fd5507f,8688d69d,575160bd,688430c2,d1d9b620,b95d86e2
be8ce4ef,aa87f9ef,97e473bf,29689750,3d638a50,140b1d00
53eb37b3,aa43dcdd,866753d6,d58c6465,2c248f0b,f9a8eb6e
1fac25d0,94be171d,a790f45d,b83cd18d,332ee340,8b1232cd
ac9ecf5d,b0c373ce,b8208f87,14be40da,08e3fc49,1c5dbc93
5f7594bb,dddcc122,d250751c,8d25e1a7,0f8cb43e,82a95599
50068d49,e2a92961,e8539f73,b855123a,0afab612,b2afa428
b5a3d667,39f71556,de614830,6bc29e57,e7965d66,8c54c331
371762c4,30700ade,ab02b5f1,9c15d735,9b72bf2f,0767681a
000f8b4a,dd93c69c,c75dfeba,c75275f0,1ace3826,dd9c4dd6
b748d5bb,e06244c5,4ac9c7d9,fd811262,aaab831c,572a917e
2a539cd6,fc0fbaff,e0f2096a,caa195bc,1cfdb395,d65c2629
220c3155,4796416e,f9b758f5,dbbb69a0,be21199b,659a703b
8fde9876,77d7ebf8,15debada,9a0022ac,62095122,f809738e
f335dac4,6685b965,8ea4a2dd,7d917819,e8211bb8,95b063a1
f9c2b503,2b3f3aca,0c81fec9,f5434bca,27bec403,d2fd8fc9
857b3f43,c1868cd4,ab628aba,2e19b5f9,6ae4066e,44fdb397
f147071a,02f7001f,9f66e172,6e21e668,9d91e16d,f3b00705
58392f2d,508f3bb0,1f7e4d7d,47476250,4ff176cd,08b6149d
729bbcce,bb958552,11d42f28,634f93e6,aa41aa7a,c90e399c
1632f0b4,33bb5a90,e370a2e3,f5425257,d0cbf873,2589aa24
c769f702,dba5cd15,279d40b7,e0f4b7b5,fc388da2,1ccc3a17
d93a1a35,0f401c58,6d37aed3,b40db4e6,6277b28b,d67a066d
4e391037,9f1f23ea,408fa7d6,0eb6b7e1,df90843c,d12633dd
34faaf98,d6373189,65ea1592,5110ba0a,b3dd241b,e2cd9e11
d30351a3,6fc7bcaf,744702c4,a7445367,1b80be6b,bcc4ed0c
102d2ff6,fc0b2c8a,00cb4fee,10e66018,fcc06364,ec26037c
8df939b0,3d0b12da,2c1b8088,a1e2b938,11109252,b0f22b6a
800a22ab,d5758820,69c1333c,e9cb1197,bcb4bb1c,557faa8b
e593dfef,45ebbd1c,1d519046,f8c24fa9,58ba2d5a,a07862f3
6dcdce53,10f4f9c2,3471024a,59bccc19,2485fb88,7d393791
3adf76b7,68142ad0,175a79be,2d850f09,7f4e536e,52cb5c67
df2e3e63,20d4b0b9,e4e5e771,3bcbd912,c43157c8,fffa8eda
00bc5780,2e2407c0,57f4a5a9,5748f229,79d0a269,2e985040
dfc9847a,8feb1bbd,0e7d99db,d1b41da1,81968266,50229fc7
06583b93,6927b270,eb9c6251,edc459c2,82bbd021,6f7f89e3
38d65eeb,3e3d5d8f,74dea1f6,4c08ff1d,4ae3fc79,06eb0364
9138d7be,8fe09be0,39e327ba,a8dbf004,b603bc5a,1ed84c5e
6e67e82e,74a01cd2,4ddd60a3,23ba888d,397d7c71,1ac7f4fc
71fc848e,46ac2ef5,715c7872,00a0fcfc,37f05687,3750aa7b
7c268d11,65d96ed5,6846e629,14606b38,0d9f88fc,19ffe3c4
78e483f4,a10a96f5,78b794a0,00531754,d9bd0255,d9ee1501
fb6e86b2,b983f92c,23115c8b,d87fda39,9a92a5a7,42ed7f9e
836057b3,e0f24035,ecb308ad,6fd35f1e,0c414898,63921786
db63d8ac,3a4f78b4,383e4f0c,e35d97a0,027137b8,e12ca018
ab03014d,f73a45d5,30f6e1bc,9bf5e0f1,c7cca469,5c394498
0cf7f7ef,aa1da237,d6544c9a,daa3bb75,7c49eead,a6ea55d8
65c6483e,39c743c5,26da5979,431c1147,1f1d1abc,5c010bfb
b8a9e8ec,2bee8214,11f09c61,a959748d,3a1e1e75,93476af8
48610ba7,38e43bff,101963c3,58786864,28fd583c,70853058
d331cd74,e8ba95c5,dd80a984,0eb164f0,353a3c41,3b8b58b1
5109f450,8e003855,2bfd383e,7af4cc6e,a5fd006b,df09cc05
d4f4b60e,be63364d,fb709069,2f842667,4513a624,6a978043
838fceec,134b2ebd,e4814c70,670e829c,f7ca62cd,90c4e051
69ca36db,1ef3b982,8ea7b058,e76d8683,905409da,77398f59
3178d5f1,c7b69776,7975b2f0,480d6701,bec32586,f6ce4287
f66182c6,776315ad,8eda6843,78bbea85,f9b97dee,8102976b
e8d236ae,e5aa73e7,6380d0ee,8b52e640,862aa309,0d784549
236bfe60,8ee1614b,12186b73,31739513,9cf90a38,ad8a9f2b
b5bdf0a4,cf76ff7d,7bbce24e,ce0112ea,b4ca1d33,7acb0fd9
32465336,f8d3028e,fbfeced3,c9b89de5,032dcc5d,ca9551b8
b2129c11,a648594e,ffec8fc8,4dfe13d9,59a4d686,145ac55f
4a1b6ec9,2f508325,a88f328f,e2945c46,87dfb1aa,654bedec
08363f45,6c0ff26c,913df9fb,990bc6be,fd320b97,6439cd29
6d567d06,989aff3d,98548f5a,f502f25c,00ce7067,f5cc823b
d2a5bc52,7556d848,d4a3a73f,06061b6d,a1f57f77,a7f3641a
a08550f5,1d5f9675,bf2dec41,1fa8bcb4,a2727a34,bddac680
b0a96914,f18ead12,84ab05de,34026cca,7525a8cc,4127c406
43f05ccd,f4b8f6a4,7d7363ed,3e833f20,89cb9549,b748aa69
24a71ebe,7aced61a,bf1a48e2,9bbd565c,c5d49ef8,5e69c8a4
82e929d1,6d7747ee,e7f76807,651e41d6,8a802fe9,ef9e6e3f
621d4557,d009f71a,42ce896d,20d3cc3a,92c77e77,b214b24d
3bc0f131,a43b82df,5a71f56e,61b1045f,fe4a77b1,9ffb73ee
c3e78483,1c7baa38,77ec3087,b40bb404,6b979abf,df9c2ebb
74acdce5,f1369d3f,9a7ebf0c,eed263e9,6b482233,859a41da
11c3d7ba,02e4af6a,7cafcd05,6d6c1abf,7e4b626f,132778d0
745dc9c5,b2878d84,18fc3abe,6ca1f37b,aa7bb73a,c6da4441
fc26f76a,e7fe3566,3efbf22f,c2dd0545,d905c749,1bd8c20c
1d044680,e591b141,0f838c96,1287ca16,ea123dd7,f895f7c1
cc95d594,d4fe3ea7,ad289c9f,61bd490b,79d6a238,186beb33
3c1ddd2c,a4b07b37,bab4cb2b,86a91607,1e04b01c,98ada61b
1e278353,2126a535,7ed3db46,60f45815,5ff57e73,3f012666
a7320633,4742c1d7,aa02975d,0d30916e,ed40568a,e070c7e4
f46acce5,2eb7cecf,aecaea15,5aa026f0,807d24da,dadd022a
78b2440f,3b956b9e,ab185a6c,d3aa1e63,908d31f2,43272f91
02e77382,2ba8db19,0f27b77b,0dc0c4f9,248f6c62,294fa89b
2f55c0d3,1b671163,9e077da9,b152bd7a,85606cca,3432d1b0
967c9893,b5a8c070,0727dedb,915b4648,b28f1eab,23d458e3
16e68f42,beff601b,098450fa,1f62dfb8,b77b30e1,a819ef59
d69803e3,a193a571,bd80f508,6b18f6eb,1c135079,770ba692
141dca93,4ad19034,4a6457cf,5e799d5c,00b5c7fb,5ecc5aa7
c8ee9ba1,f6753dbd,ca88e48f,02667f2e,3cfdd932,3e9ba61c
e38dee83,067bb1c7,e4b2fa38,073f14bb,e2c94bff,e5f65f44
674a46e3,ca87dd18,f00bf9b7,9741bf54,3a8c24af,adcd9bfb
161a0ab1,fd9f6093,b9652737,af7f2d86,44fa47a4,eb856a22
4bdb003e,f1b6a3af,1976a4da,52ada4e4,e8c00775,ba6da391
33868cf9,d19e9f06,712d3dc4,42abb13d,a0b3a2c2,e21813ff
69e12501,ba5cdd8c,02ff5e81,6b1e7b80,b8a3830d,d3bdf88d
04da6187,b42ea767,d1d8fae6,d5029b61,65f65d81,b0f4c6e0
c838abf8,3a5a3338,28de117d,e0e6ba85,12842245,f26298c0
961af6b5,1e381145,a1548cfa,374e7a4f,bf6c9dbf,8822e7f0
c78fe481,f28518a7,80588121,47d765a0,72dd9986,350afc26
a37fe20d,260d841c,d5a15913,76debb1e,f3acdd0f,85726611
f058c8f3,79b3bd82,2a62aa7b,da3a6288,53d117f9,89eb7571
6dd44f3e,549c7f53,39955d5d,54411263,6d09220e,3948306d
02f4ed39,92dc881a,16760d11,1482e028,84aa850b,90286523
7c813062,a192ccbc,5e702b63,22f11b01,ffe2e7df,dd13fcde
0f1ae01a,f7d50c8c,874b54b1,8851b4ab,709e583d,f8cfec96
5ababb20,ff92ea89,07a38831,5d193311,f83162b8,a52851a9
3093a129,9cd7645c,3fd5968a,0f4637a3,a302f2d6,ac44c575
f0c46374,4411c4cf,94724bce,64b628ba,d0638f01,b4d5a7bb
6435724f,1ddff189,483ac655,2c0fb41a,55e537dc,79ea83c6
b5c53c0b,e5d1d90d,a9324f84,1cf7738f,4ce39689,5014e506
8ccf20e3,a22a4785,99c5d664,150af687,3bef91e1,2ee56766
175dc05f,dd94c8bf,b1b00be9,a6edcbb6,6c24c356,cac908e0
1a036cfe,81e47921,72b11a97,68b27669,f35563b6,9be715df
023b2ab0,947f04e3,6a1e3721,68251d91,fe6133c2,96442e53
377f065a,5ffbe5e1,37b993be,00c695e4,6842765f,6884e3bb
ec34a081,4b5d5521,7cdf3ca9,90eb9c28,37826988,a769f5a0
f638cff5,05955824,4183389f,b7bbf76a,441660bb,f3ad97d1
0ac4c45e,43197918,10e9c69c,1a2d02c2,53f0bf84,49ddbd46
4dc3843d,52da6cba,e76749c3,aaa4cdfe,b5bd2579,1f19e887
8eb0b8c4,6b7cce51,80a187bc,0e113f78,ebdd49ed,e5cc7695
d7b62054,15c5b810,8add9dcb,5d6bbd9f,9f1825db,c2739844
d9745170,33d65b26,c4094a79,1d7d1b09,f7df115f,eaa20a56
d1c1f243,13481b63,2d4ed770,fc8f2533,3e06cc13,c289e920
c99f828b,516da0ea,d74518e3,1eda9a68,8628b809,98f22261
f3039409,c5818c39,ac777975,5f74ed7c,69f6f54c,36821830
d30fd461,cacfeaaf,e72e7f2a,3421ab4b,2de19585,19c03ece
e5070eeb,2a712bb2,8c62514e,69655fa5,a6137afc,cf762559
3afa277e,584ddbbd,a9355ed9,93cf79a7,f1788564,62b7fcc3
1cafa3a6,46775c34,683a2845,74958be3,2e4d7471,5ad8ff92
fc96ae5d,5c309fb1,d9ae5274,2538fc29,859ecdc5,a0a631ec
a7fce554,b4611891,c0958422,67696176,74f49cb3,139dfdc5
a4497ebd,d161810d,2711fb84,83588539,f6707a89,7528ffb0
53730641,13c04be0,1dbedbed,4ecdddac,0e7e900d,40b34da1
a64039f8,5607c8c8,771d7152,d15d48aa,211ab99a,f047f130
b5eeff6a,6420132d,ee02a1e5,5bec5e8f,8a22b2c8,d1ceec47
c59b435c,1aae1bcb,1d4f33d6,d8d4708a,07e1281d,df355897
db6bb76a,50e0dad1,06ac61ab,ddc7d6c1,564cbb7a,8b8b6dbb
f2658d14,fa1e068f,09ff2afa,fb9aa7ee,f3e12c75,087b8b9b
4d7a14c7,81de4711,687168bb,250b7c7c,e9af2faa,cca453d6
3e444425,86cd1812,a4787b3b,9a3c3f1e,22b56329,b8895c37
d527c233,ded294ec,8daee51a,58892729,537c71f6,0bf556df
bb212958,e510986a,4dfa0d95,f6db24cd,a8ea95ff,5e31b132
eba360bf,7f5cf64f,a6b73ff4,4d145f4b,d9ebc9bb,94ff96f0
1ee62174,36ae2f34,c250c7b6,dcb6e6c2,f4fee882,28480e40
99494710,5e5f46fd,e799cf0f,7ed0881f,b9c689f2,c71601ed
834bf2ae,0fa78996,e750a5af,641b5701,e8f72c39,8cec7b38
7901eb7f,94e4740c,5438d9f7,2d393288,c0dcadfb,ede59f73
52f046c3,5a9ea4ca,71e5d327,231595e4,2b7b77ed,086ee209
87722cee,6c554eb9,e5931fab,62e13345,89c65112,eb276257
01036243,3fd190c8,0786ec07,06858e44,38577ccf,3ed2f28b
98bc4987,79372509,81e8c7b2,19548e35,f8dfe2bb,e18b6c8e
8b78e2c7,a94288f7,f9303a3b,7248d8fc,5072b2cc,223a6a30
9f70c1e8,66d109e1,3b90aeaf,a4e06f47,5d41a74e,f9a1c809
b3337ef9,4f0dac9e,0837915e,bb04efa7,473a3dc0,fc3ed267
ae25c813,89f7c7a9,61a7e0a7,cf8228b4,e850270e,27d20fba
0e409e34,6812164f,c44b27fb,ca0bb9cf,ac5931b4,6652887b
7ab8da28,c727c6b8,cc058da5,b6bd578d,0b224b1d,bd9f1c90
56f5fc89,7863b5fb,8cb5f4dd,da400854,f4d64126,2e964972
d982c3fb,35514694,88ecb9da,516e7a21,bdbdff4e,ecd3856f
f8f5738e,4f1ffe9a,7e810945,86747acb,319ef7df,b7ea8d14
1838b116,a67d0b18,90ce3aa3,88f68bb5,36b331bb,be45ba0e
8b69cb1f,647c6c5b,f9aa5b9d,72c39082,9dd637c6,ef15a744
5feac6d7,24958d24,0dbd3d67,5257fbb0,2928b043,7b7f4bf3
40205714,0d21807b,e390c2de,a3b095ca,eeb142a5,4d01d76f
874f5839,60d670c9,cabd1184,4df249bd,aa6b614d,e79928f0
ff4ea3e2,927320c7,feddd403,019377e1,6caef4c4,6d3d8325
2683a0e5,23618c65,c31b6185,e598c160,e07aede0,05e22c80
9457ba3c,857f3914,26e98472,b2be3e4e,a396bd66,11288328
98882d6d,785a8a47,b55fc743,2dd7ea2e,cd054d04,e0d2a72a
5e5022b6,95f37f02,ca336acc,9463487a,5fc015ce,cba35db4
01b9da51,cef6e769,183f33a6,1986e9f7,d6c9d4cf,cf4f3d38
7a304425,e3da452c,fc0ddabd,863d9e98,1fd79f91,99ea0109
171b5f83,5050b36b,d47ba1f3,c360fe70,842b1298,474bece8
aed93a10,95b05b1b,d1274cf3,7ffe76e3,449717e8,3b69610b
4644a10e,6402c5fb,523d1858,1479b956,363fdda3,224664f5
0f907753,9ba3af36,80648a26,8ff4fd75,1bc72510,9433d865
d507e68f,8dcc973a,ba57b611,6f50509e,379b212b,58cb71b5
a42b7e94,955ca874,a3015697,072a2803,365dfee3,3177d6e0
2a2b1cdf,dfc71d16,70ab558a,5a804955,af6c489c,f5ec01c9
a04a33b7,81d5cc85,dfad12df,7fe72168,5e78de5a,219fff32
9af2a4c1,d4c33e3b,4ebd5840,d44ffc81,9a7e667b,4e319afa
8a960d34,5f86c513,0c5ebf7f,86c8b24b,53d87a6c,d510c827
f0f5d28a,1d36dbd1,b43e7522,44cba7a8,a908aef3,edc3095b
2a0a4299,4223d39c,cc23b59d,e629f704,8e006601,68299105
b53b080a,8add878f,26566fd8,936d67d2,ac8be857,3fe68f85
a236ac42,73194ca9,3fafd959,9d99751b,4cb695f0,d12fe0eb
46939bb6,7eca5915,ede211b9,ab718a0f,932848ac,3859c2a3
60470cf8,1e4fbf9c,f0d1f46c,9096f894,ee9e4bf0,7e08b364
e6bb32dc,291785a2,22e78eba,c45cbc66,0bf00b18,cfacb77e
87804614,e44e6682,b012e662,3792a076,545c80e0,63ce2096
dec5f8ea,b6cfa550,5a74fdc4,84b1052e,ecbb5894,680a5dba
25f36573,47ae8fed,147f7956,318c1c25,53d1f6bb,625dea9e
19426dda,3ac2bd0c,c98f2a1d,d0cd47c7,f34d9711,2380d0d6
c3c0bd3e,2028b19b,0a79a1d7,c9b91ce9,2a51104c,e3e80ca5
2f5a73dd,5b2a1e56,92fbf054,bda18389,c9d1ee02,74706d8b
b76ae5ce,35b08c4f,4fe844ba,f882a174,7a58c8f5,82da6981
e74bbf3b,af6d2965,a8372c93,4f7c93a8,075a05f6,4826965e
e85f5994,5963ba42,0350f2b0,eb0fab24,5a3348f2,b13ce3d6
0dcaf8db,5461e9a4,163f87d2,1bf57f09,425e6e76,59ab117f
92acc3cd,b4e05b60,59c2e021,cb6e23ec,ed22bb41,264c98ad
b719dfb7,b48b474b,293b8751,9e2258e6,9db0c01a,039298fc
bdc03395,c5dbe582,c6cf8a4a,7b0fb9df,03146fc8,781bd617
46a04bc5,520ec97c,07573a76,41f771b3,5559f30a,14ae82b9
f0af223b,9f526a25,45b99823,b516ba18,daebf206,6ffd481e
35905261,f53a7102,2e8980d6,1b19d2b7,dbb3f1d4,c0aa2363
5c8e5c88,d306922a,79163301,25986f89,aa10a12b,8f88cea2
1bd38b5a,faa96547,fe2489c2,e5f70298,048dec85,e17aee1d
83e15fcb,a6eb531d,6866e010,eb87bfdb,ce8db30d,250a0cd6
905b7e9f,92ff0fe8,a6f35769,36a829f6,340c5881,02a47177
4a1ec8f8,964c5801,1ba29983,51bc517b,8deec182,dc5290f9
49e35637,7202c621,f8ad85fc,b14ed3cb,8aaf43dd,3be19016
9692e0e1,df9fa811,bb513323,2dc3d3c2,64ce9b32,490d48f0
475eef22,af294957,556c7316,12329c34,fa453a41,e877a675
6e5e107e,ffc034ad,a2c79acc,cc998ab2,5d07ae61,919e24d3
f2040a52,5c632e00,1955dcdc,eb51d68e,4536f2dc,ae672452
224b1a1d,ae7cebcf,a479d08c,8632ca91,0a053b43,8c37f1d2
a4dfe0d8,778543f2,d85858ed,7c87b835,afdd1b1f,d35aa32a
8023a9a3,c1126caa,80ce67e4,00edce47,41dc0b4e,4131c509
0a16315b,47db1139,81c300b0,8bd531eb,c6181189,4dcd2062
aa623c2c,e827d091,e6c9b4c0,4cab88ec,0eee6451,4245ecbd
7cce2252,ff5cbac3,e9fe9704,9530b556,16a22dc7,83929891
4f7c1ff3,1e960626,0cefce28,4393d1db,1279c80e,51ea19d5
9667dc7d,33cc7ed6,15bea341,83d97f3c,2672dd97,a5aba2ab
b4a09905,d42f22cd,bf9feae1,0b3f73e4,6bb0c82c,608fbbc8
f74f252d,e0f1ab54,f5a669f6,02e94cdb,1557c2a2,17be8e79
3bd92775,9ad67ec5,e20c8047,d9d5a732,78dafe82,a10f59b0
37e2b642,d0aff602,a533c3a8,92d175ea,759c35aa,e74d4040
364f15b9,c9e15c09,4f48387a,79072dc3,86a96473,ffae49b0
d7505b9e,aa520c65,a19f0281,76cf591f,0bcd0ee4,7d0257fb
619f2438,c8e74a57,8ffbdf5c,ee64fb64,471c950b,a9786e6f
3666bb2b,f72b1fae,0be682aa,3d803981,fccd9d04,c14da485
1d383788,c21e21c9,4ea8be82,5390890a,8cb69f4b,df261641
eb142778,ecd321d7,c758d1f6,2c4cf68e,2b8bf021,07c706af
9f79fa8a,4c560143,e2933eba,7deac430,aec53ff9,d32ffbc9
8647a5e2,8cbfe28e,93bc1e85,15fbbb67,1f03fc0b,0af8476c
7432d36e,5ffed331,09c50969,7df7da07,563bda58,2bcc005f
07522e79,59f12ed8,9544a040,92168e39,ccb58e98,5ea300a1
419acd2d,40ea8ae9,3dcdbc49,7c577164,7d2736a0,017047c4
3a95bcc0,c9fd9414,86dcdf6f,bc4963af,4f214b7b,f36828d4
2190f3fd,fc8d193b,27e79918,06776ae5,db6a8023,dd1deac6
9df3b7dc,bb140c35,bfc8ae2c,223b19f0,04dca219,26e7bbe9
5c7dba44,c0309598,b48454d5,e8f9ee91,74b4c14d,9c4d2fdc
f8b7e29c,c48f5148,e626c7f2,1e91256e,22a996ba,3c38b3d4
7cccae4c,f32a7de8,a8787169,d4b4df25,5b520c81,8fe6d3a4
42dc1b80,80f8d178,e0e74017,a23b5b97,601f916f,c224caf8
a3f854d8,b1ae0637,56c8d02b,f53084f3,e766d61c,125652ef
fd2b6c4c,cf781738,aaa2c13c,5789ad70,65dad604,32537b74
40a2d754,cc5b9806,73e305c8,3341d29c,bfb89dce,8cf94f52
503c7a7d,188a4b4f,c6d7ca29,96ebb054,de5d8166,48b63132
c75edd73,8467ccab,11f1b52c,d6af685f,95967987,433911d8
4159d460,32dc36e0,1c2fbd55,5d766935,2ef38bb5,7385e280
58bb77a8,7e923d95,c92db8e2,9196cf4a,b7bf8577,26294a3d
df179d1f,ce5c47fd,0ca9531e,d3bece01,c2f514e3,114bdae2
0960d2cc,8151e204,e87ced55,e11c3f99,692d0f51,883130c8
e4c478b5,5a9ebda5,27dc828e,c318fa3b,7d423f2b,be5ac510
3fd53979,a876795b,ea0a4c76,d5df750f,427c352d,97a34022
107b82f6,24fc1eb9,d19036ac,c1ebb45a,f56c2815,34879c4f
a910211c,bce9c948,aad912c6,03c933da,1630db8e,15f9e854
3ad7ab97,326aba1f,1245529e,2892f909,202fe881,08bd1188
13b51566,b4f43e10,1bd406a6,086113c0,af2038b6,a7412b76
33cafe47,51efad20,2d6105b8,1eabfbff,7c8ea898,62255367
6ba826b6,87758fd5,8e9b5e30,e5337886,09eed1e5,ecdda963
b4339ae4,76ce87bc,ac3ee83b,180d72df,daf06f87,c2fd1d58
3fd4df0a,e47d4eb4,efa85bf4,d07c84fe,0bd51540,dba991be
26b91d50,afb40eb7,ea503b73,cce92623,45e435c4,890d13e7
284e3216,b9cb404b,5b498483,7307b695,e282c4c8,9185725d
f2ceb93e,f8fea1bf,543df6e7,a6f34fd9,acc35758,0a301881
9d00e17e,1383ddff,c44cc174,594c200a,d7cf1c8b,8e833c81
392e3080,e11ea3e3,f2afb68c,cb81860c,13b1156f,d8309363
da8b877e,49bf4108,25d97c89,ff52fbf7,6c663d81,9334c676
c72c3e99,46c8fcda,270748bf,e02b7626,61cfb465,81e4c243
7268c8e1,08a10164,8c424ae6,fe2a8207,84e34b82,7ac9c985
8489c22d,c6404d3d,363eb11d,b2b77330,f07efc20,42c98f10
0575a802,665f59eb,aa741f3f,af01b73d,cc2b46d4,632af1e9
789c8e8f,752be585,d515fb1f,ad897590,a03e1e9a,0db76b0a
d0a5e0e8,50d53619,e8391297,389cf27f,b8ec248e,8070d6f1
adbbe48b,1914677c,933a178b,3e81f300,8a2e70f7,b4af83f7
d8dfb622,1fbb316e,4f285a53,97f7ec71,50936b3d,c764874c
a5d06b98,cfa643f4,9a27fcb7,3ff7972f,5581bf43,6a76286c
42255141,2e488ad6,c6b1f7cc,8494a68d,e8f97d1a,6c6ddb97
d20e7be6,02276b6a,b9ecbb39,6be2c0df,bbcbd053,d029108c
9f63eda8,fd420c14,bb22ff97,2441123f,4660f383,6221e1bc
4cf84adf,5ecf1b70,a05b2785,eca36d5a,fe943cf5,123751af
17189233,f8df8b4c,3b0dab52,2c153961,c3d2201e,efc7197f
a7a1b63a,c66241e7,fce7f1da,5b4647e0,3a85b03d,61c3f7dd
6bc7bfe7,51264d28,62b37f47,0974c0a0,3395326f,3ae1f2cf
3da10b3e,5f0872ec,4b7b48ed,76da43d3,14733a01,62a979d2
3edfd982,2048cb02,f621330b,c8feea89,d669f809,1e971280
038ad84e,0c479906,83cd2ecb,8047f685,8f8ab7cd,0fcd4148
68d10a5d,c6b4464c,99b3c5e2,f162cfbf,5f0783ae,ae654c11
a5e32459,7f8de6fa,119ab2ea,b47996b3,6e175410,da6ec2a3
453b3643,007f89d0,16cad3db,53f1e598,16b55a0b,4544bf93
2bb8b3b9,d5aa25d1,8696f1b3,ad2e420a,533cd462,fe129668
50515361,c0705a46,5bdcda02,0b8d8963,9bac8044,90210927
f4a59e2c,3da68fd4,806bb464,74ce2a48,bdcd3bb0,c90311f8
4957198d,92310b9c,4bf8ca9b,02afd316,d9c9c107,db661211
edf1e331,a1041225,6582e67c,8873054d,c486f459,4cf5f114
4e17fe6a,0c03ea99,fadb51c3,b4ccafa9,f6d8bb5a,421414f3
418e0c93,cb2e3b7f,9c72f96a,ddfcf5f9,575cc215,8aa037ec
424fd5af,5c6e0f2a,9b12875e,d95d52f1,c77c8874,1e21da85
e2f894b7,0e43d2c5,20be65a0,c246f117,2efdb765,ecbb4672
16a37028,24fb60fd,4b9b9fe9,5d38efc1,6f60ff14,325810d5
23e5d79d,e19b701d,5001e57b,73e432e6,b19a9566,c27ea780
64cafe3c,0c3dbea6,0a135db5,6ed9a389,062ee313,68f7409a
67139d2b,0c3274cf,a4e9c575,c3fa585e,a8dbb1ba,6b21e9e4
9e9b446d,2f8f799f,ae592f15,30c26b78,81d6568a,b1143df2
0328b12d,f1bf8167,aede1fd1,adf6aefc,5f619eb6,f297304a
9ac061b8,b43e0ada,7fbeb429,e57ed591,cb80bef3,2efe6b62
5d4c708e,6a366755,63d3df45,3e9fafcb,09e5b810,377a17db
4a98fd83,8c45c093,81a16690,cb399b13,0de4a603,c6dd3d10
4cd28d83,e7a3f38d,55afc961,197d44e2,b20c3aec,ab717e0e
b6247a62,e0923083,1bcdf8f9,ade9829b,fb5fc87a,56b64ae1
900ff85b,34214a68,561cff8b,c61307d0,623db5e3,a42eb233
bc157369,be05d95e,8a67273a,36725453,3462fe64,0210aa37
6d1e64d8,1cde9dd9,8d66536b,e07837b3,91b8ceb2,71c0f901
75d58148,80a76668,652cb983,10f938cb,e58bdfeb,f572e720
653efd40,3ea605d3,864c8dbc,e37270fc,b8ea886f,5b98f893
f7f45415,3f22e191,536c3d82,a4986997,6c4edc13,c8d6b584
ef510df8,23e92bcb,056232e3,ea333f1b,268b1928,ccb82633
78a65466,cc813ad5,65956fa4,1d333bc2,a9145571,b4276eb3
a91ca3ad,627c1a25,92bd155f,3ba1b6f2,f0c10f7a,cb60b988
dd2cf0e9,5f3cad05,003f978b,dd136762,5f033a8e,82105dec
6b68e2f3,44cff4c6,85abcad0,eec32823,c1643e16,2fa71635
529861cd,2571e423,00dbfef0,52439f3d,25aa1ad3,77e985ee
6042899d,4c6eb471,a2fa6be4,c2b8e279,ee94df95,2c2c3dec
c18c1cbe,8dc45af2,dc0949d2,1d85556c,51cd1320,4c48464c
