a0,a1,b0,b1,r,c0,c1,expected_and
4230d939,4e0ebe1d,7afc116a,9d23494c,00000055,083c0175,0c224151,041e4024
ce9c8a23,3cad5d8e,d3cd5900,3e06cf66,00000055,d2015155,3200c771,e0019624
a20971e4,cec8edbd,cf7e02c1,9de152fc,00000055,4c400014,0cc1100d,40811019
d09fe60b,c01c39a5,07c83b6f,9940d0c5,00000055,00801b7b,1000d0d1,1080cbaa
1795cce5,f5b30129,fb6c05bb,323261a3,00000055,e22405dd,222241d5,c0064408
72596d90,756e2750,c9f74aa5,1d96743d,00000055,01374ad5,05164055,04210a80
32880a44,a315423e,e1860e1b,e72ae8ba,00000055,8184084f,8108486f,008c4020
0dbccbc5,de2ce9f4,3f374bf8,a18a07f1,00000055,13100265,81800264,92900001
805eb539,ec399b16,acac1969,8a5c0c3d,00000055,2c24087c,08440c78,24600404
092b99d1,67e1c887,856d153e,a65f224f,00000055,04481143,264a0013,22021150
a82e8958,d68dee72,28158428,9e62dd69,00000055,2801047d,1e22457d,36234100
d4b9126a,5f398e6d,d6597f38,efde01db,00000055,82001c55,8b800056,09801c03
ed1c99aa,971bd6a8,c7ea9433,cee13119,00000055,42020457,4a010155,08030502
94448456,30d4c0ef,24f47f36,63cba204,00000055,24904465,20800055,04104430
94162cc3,5e83a800,2c7f7daf,acd15e5c,00000055,081504d6,88910415,808400c3
05106d10,8eb51869,70181399,57596089,00000055,0000114c,0301605c,03017110
678e3e79,5f2284d0,0be028c8,a28dfc5d,00000055,08a028dd,208cb85c,282c9081
10948899,0da0199c,a2da9aeb,257b539d,00000055,00109054,05301150,05208104
ac5dcce9,36247db5,f6fbb5e0,c626179c,00000055,9279b115,82201149,1059a05c
54a3cd2e,26826fe7,6f0ab7c7,b05ecbf5,00000055,6200a294,30008294,52002000
ea6c1e40,030e2bee,0c157cbc,e16d354c,00000055,080034f9,e1603559,e96001a0
32f7918d,d52bc883,da71cf8d,6dc6ba6a,00000055,c2504959,65c4185f,a7945106
a19e7c0f,252df3ee,54ba03d0,e8353242,00000055,04b20395,80310215,84830180
c8093c30,a4611b59,acc0ad28,bb551005,00000055,2c40257d,28400054,04002529
afa5d498,7c55e73b,86161a94,a97aea69,00000055,821012d5,81702274,036030a1
c7298425,77d63d1e,64fdc140,62d968fa,00000055,20fd8155,20d9286f,0024a93a
d24a4856,a50ef613,e9cd5b5e,c2501f7a,00000055,61441a11,42401e15,23040404
2db4ec66,e12a30b6,58ed4374,3ed0c9a6,00000055,488c4005,0c90c8d5,441c88d0
bcd28621,6e269199,bb92fcd6,c3b6a3f0,00000055,929014c5,c2b403e5,50241720
5fa30558,a343406e,507844aa,0e5a364a,00000055,50604477,0c400457,5c204020
ef2578e8,81a4c040,9f5e1956,5f512daa,00000055,0e001855,4e0128fd,400130a8
12b7d070,a8e173f7,3aff1b29,6d91f1af,00000055,3a560354,2810a1d2,1246a286
26874aea,34c9cbf3,5c2eea08,2309c82a,00000055,100e805d,0208805d,12060000
c1a4f134,4cafa75b,83517c44,657c3875,00000055,81015411,05081030,84094421
f259d7ce,88020a65,3201a7fb,dac64771,00000055,320185fe,5a424574,6843c08a
c18ce0fd,0a61a6d8,7d6e347e,462a3c83,00000055,496c0471,42280454,0b440025
e30b8667,7c3d7eaf,44f1c952,1b72a1d7,00000055,0430c815,1b32a095,1f026880
dae5bb43,9cbb8fed,3f56cd19,880bbdbf,00000055,0656045d,000a34fb,065c30a6
b5ec6410,2dd5d97e,cbc4e257,342dbf8a,00000055,8800a013,1029bd5f,98291d4c
ea597d54,75e5515a,782bced9,030d1aaf,00000055,18280c5d,030c085b,1b240406
2e8f2ce0,0afbee73,25df1b71,a1e0995a,00000055,24540244,20608047,04348203
1a4266b7,05f0ec90,bd3a1d64,43db5bd7,00000055,1d320871,03920a52,1ea00223
7bc5a76a,d56d0282,f33f33d8,83e46b7b,00000055,a228219d,82a0213d,208800a0
3e690c47,46689654,e46ff6ec,cecfb38e,00000055,60019255,48019257,28000002
53d70426,9f672b0a,6d2e3582,841fceea,00000055,4c202555,84100e7d,c8302b28
a1d1b46a,65737be6,b2f4ef97,0836a08a,00000055,80a0cfd1,002280dd,80824f0c
e0f38b3a,5ef59359,8503889a,4d3b55ce,00000055,84020857,0c021017,88001840
dc7cda1f,6ee3dac2,dbfab02a,ac5ebaf1,00000055,929a005d,a01e0084,328400d9
5ff56839,85a560cd,78a93640,33ec00d1,00000055,58000015,12400085,4a400090
1235712a,3b64022f,a0b25519,296de1f4,00000055,20105154,29416151,09513005
8136b4e5,5282da5c,2afbc9e9,83a5a7da,00000055,02b048fc,83a426cd,81146e31
dddfc721,463d78d3,02de2998,324589fb,00000055,02c229c5,124089a7,1082a062
479faf23,2e5c2b44,bc799aa9,98b3ba84,00000055,28418074,08838051,20c20025
1c8b700c,ce1c8dcc,584639b4,324b5bd2,00000055,500639d5,12035995,42056040
2dd7c1a8,0bdd6858,ecf3ca4b,712dcdfa,00000055,24028815,200889a5,040a01b0
95df58c1,94c60224,ba2f3abf,0f06e346,00000055,00091af0,01004211,010958e1
c6bc5d4f,92243240,6378e7be,57a26ec2,00000055,4018675b,54806e57,1498090c
85e80129,c4c51039,fd6c42b0,7f1854c6,00000055,412c0045,41081055,00241010
94797da1,cdb0bea1,a3492e46,6c08f9b0,00000055,01490255,4808c155,4941c300
39fbecad,de096798,6c2a4dc9,a2f20b7b,00000055,64220954,a2f20b64,c6d00230
ce160471,886c98e7,912fc0c8,788c26eb,00000055,002a80d5,400804d7,40228402
68c1a323,5f0a3dfe,627a2ee2,91a2d548,00000055,224a0e95,1182941d,33c89a88
fd4f9784,ca9e30a5,c961d78b,88c65083,00000055,01418754,00c00054,01818700
b51109e1,488eee0d,807a2f5c,c262d21f,00000055,801a2719,c002c259,4018e540
639f586e,a46e0954,2b533e9f,854d2299,00000055,0351104f,8541004d,86101002
1bb0630c,1bdcd789,8f951042,89d36027,00000055,00041055,00402050,00443005
258677e9,73debf34,2cfb2221,e73d3ebc,00000055,04580054,461808c9,4240089d
0c661c71,75a8aceb,9de986d4,863249c4,00000055,19c880c5,000200d5,19ca8010
e08f17e3,08878183,e9e2f22f,fdc23434,00000055,e8009275,e8001475,00008600
cdd1f618,5d1ca462,f218e89b,7832af23,00000055,9008404f,10000277,80084238
c11543c0,67780c5d,ad718acb,7d1a350e,00000055,a4610adc,24080559,80690f85
2809c1ee,bfe05572,6fe7cb12,eaeef630,00000055,07e18045,82e89445,85091400
4159238e,c741692d,713b6769,55f02ee2,00000055,00184274,04100af7,04084883
ca293800,4ea9e6df,13805e21,c597d964,00000055,00805e54,8480d811,84008645
80df1ef4,d5e48965,72127cca,6c5bce04,00000055,501214d5,441b8655,14099280
cd678c97,0ab4fae9,15cd34a6,723423fe,00000055,05c13473,4210222b,47d11658
9e1bc941,c5fdd061,d39f02e3,223a889e,00000055,53860075,02220855,51a40820
9a131679,99c45753,f1fa0a1f,e4311ad9,00000055,01d2005f,0011005d,01c30002
e7e3ef85,72e6c177,192c0fc1,6315d047,00000055,11040e95,01050017,10010e82
55289bad,3fd2d9da,b0c315c1,bc175726,00000055,20c20014,28124273,08d04267
b315902a,b173c8f7,f975ab50,bee87c00,00000055,00640805,02605855,02045050
dff17bb8,908c042f,a9941037,89c286f3,00000055,09141042,094006c6,00541684
e92abbd3,9f6ea64a,427eca50,a6219eda,00000055,42440845,26001ccd,64441488
e05e3167,a214f8a7,cd324a17,7f391d44,00000055,40024855,42080915,020a4140
7012ac94,5b9b4a98,16ea847d,5f0ca2d6,00000055,02888459,0b08a251,09802608
27f99284,5b2d7c13,0eb11e15,28c2b3ac,00000055,0c900e40,28c0a2d1,2450ac91
2acd542c,8cdde935,06fd1b27,0a84e0b1,00000055,06101954,0200a044,0410b910
ae4b606d,7e3a4aaa,dbe92ea9,1c018009,00000055,d0612ad4,10010054,c0602a80
73430262,3fc25531,69c67fe6,66c22448,00000055,48805717,44800415,0c005302
85193d17,0f8efff2,b003354d,a9fd97dc,00000055,80030010,88958291,08968281
4a17a1dd,ee08fabd,b91a1e63,bab78fa7,00000055,a01a1a35,a0170b75,000d1140
dd5339ce,38e63abc,c0f89734,b7c5f0ac,00000055,c0b00365,a5850075,65350310
09c09013,79795256,944e0110,c9099e12,00000055,10080055,40098255,50018200
e8d10d84,268d1401,39dfce09,2c175e3f,00000055,085c0854,0c141850,04481004
2efc8bee,f2c5d352,94a1cc21,398646ec,00000055,94214875,180040f9,8c21088c
c1af01ee,017e4865,2d064353,24fd103b,00000055,00004156,00d1005e,00d14108
83bc3913,ba043915,40fef72e,01fe789d,00000055,00b80053,01b80051,01000002
0b345758,be6636b1,30a8c9dc,dee82169,00000055,3000419d,9440213c,a44060a1
007fc817,64bf0fd0,2ce17228,6e1aecab,00000055,24c04255,6400c4d6,40c08683
5bda85d1,a078ce17,c1ce94bf,b9da662b,00000055,c18200d3,b9824257,78004284
61ebff19,a81873dd,01579ccb,ac024403,00000055,01538c95,88020455,895188c0
dff310fd,f911ea83,404480d5,a33d1d31,00000055,00408001,22201865,22609864
75706518,c843ff23,90868ef4,513c4771,00000055,90028a65,11300264,81328801
9103e8ba,61060d54,aa5cd295,029c1337,00000055,a004c0d1,00040173,a000c1a2
8fedc0af,6f2dcc30,f8d72e18,1fc00ad4,00000055,e0c00c4d,00c008c1,e000048c
fef22ccc,1749cc57,f7448400,dc335a6c,00000055,e1008055,c833405d,2933c008
d69b719f,d34845a8,326a12d3,ad907d15,00000055,00421046,05903440,05d22406
fe57e8eb,dcd27676,25133655,8d770a44,00000055,20011640,00050a51,20041c11
49a4ff61,cd834a6e,6a7b1715,f345754a,00000055,00231550,8005355f,8026200f
7fc48c7e,a2061f5a,9f33473c,7f4dfb4d,00000055,9d020371,5d409351,c0429020
d7122791,9a4e660e,d2a1f00f,d6e3c5ca,00000055,4000405a,444041df,04400185
eb12ffcf,3c0e2f17,69b9b8d2,e2304d79,00000055,41189085,c210400d,8308d088
0c484938,92644f93,8810de4d,588905e1,00000055,8800065c,180804f4,900802a8
99f83c6a,3bdf43ab,6d5ec3d5,fa0667dd,00000055,20064394,a2066794,82002400
c5d30070,b26f091d,3aefab11,88e42552,00000055,32ac0954,00a40115,32080841
f0f0e700,e52b2866,453f1c5a,7e168a61,00000055,051b0c17,14128a35,11098622
1ed6d5b6,bb2f0ae8,356dcb3b,30afe8cf,00000055,2569cb4f,20a9c81b,05c00354
62788435,d4207c83,65180aaa,fbefe0b8,00000055,241808f7,b248e0e5,9650e812
1fd4b07f,29920809,8b14d9cc,756c5cd1,00000055,02049811,34441805,36408014
b6ae05ac,1ccca3ec,458ca963,c48f6b92,00000055,0000a015,80022255,80028240
2842700f,81d23776,ef6b585a,3e82e6be,00000055,a900400d,2880466d,81800660
6cd688c6,ff9925f8,91ad6d62,411eab72,00000055,910d2d77,010ea967,90038410
8107faad,508fd76e,064f3a74,71cc2188,00000055,00082815,518821d5,518009c0
b0cbd453,3fa34342,fa66fda1,d1df72a2,00000055,8a609554,81481255,0b288701
e02d5d41,273ea8d2,e415b8e4,e347586c,00000055,c411b0d5,c3035055,0712e080
f3747c57,8837e975,a15cac92,2fbf1349,00000055,21408457,2b031155,0a439502
558d476d,bd304ec6,47cffcae,f977e833,00000055,408d08ff,e8350876,a8b80089
300ca26b,47e79d7d,3dc0e279,611805f3,00000055,35c02245,61080547,54c82702
223d9ee4,5a891024,ca79118b,1edb686b,00000055,483000d5,18900815,50a008c0
311ac8cf,9a698a8c,b6801beb,90cd9d6a,00000055,a2000216,80410017,22410201
9bed6f92,bca9ed99,406a3980,28313111,00000055,00400055,20000054,20400001
b472e658,33cf82a8,a3f0b3d4,8a49d06d,00000055,83b02085,82094035,01b960b0
d1b26d85,d38d44af,012a1f70,ecaf9587,00000055,002a0975,002f0157,00050822
ea925a89,d634c542,ab837393,b6e58fbe,00000055,288213d6,34a48fdf,1c269c09
638c9b06,8bec5ce7,c8e28889,d2b61d50,00000055,c86080d4,c0200515,084085c1
7bae593e,b6330e83,4521d95a,f039ae02,00000055,4501514d,c0190655,85185718
b48a2cd6,ef8de133,4439219d,d4696885,00000055,400101d0,500148d0,10004900
a5e6d538,4ba72749,1ef4c738,f67e4438,00000055,0e40c265,e6404065,e8008200
82de319a,59019a4f,7f88e868,6dfca9a5,00000055,5b88a815,49dca9d0,125401c5
fe34a167,db873d1d,055be4f6,5a5f5150,00000055,05138427,00131005,05009422
903318c8,d6b7a09c,5dcd748b,1936a6af,00000055,44843055,0004a051,44809004
692d08db,e3bebfee,34690aad,b5bda1f9,00000055,00010270,8091a164,8090a314
e18561e8,3688bfc3,65120132,b0c6971c,00000055,45000077,9004965d,d504962a
132e20ea,77e4c6b8,76c9c34b,91ae3d50,00000055,64c8c217,008a2405,6442e612
b1b2a9eb,8bdb1526,f93deae3,1ba96058,00000055,3829a894,1a29201d,22008889
97f330cf,567cdaea,bfa87a31,beb6a562,00000055,81886a74,8086a075,010eca01
51cfcf5a,28d406bd,a8858174,716c097d,00000055,28018131,71080930,59098801
864e33ac,1f9de759,ec5883b2,e4ea3498,00000055,885080e5,80c214c5,08929420
f6f6e408,b4f8e803,a008b94e,ce9de2b3,00000055,0008085f,420c0056,42040809
343fa879,a88eb03c,aaf428e2,e7c098f4,00000055,88b00815,84801811,0c301004
4fd3d34a,596b6753,d719b125,2a914ffd,00000055,1618b054,0290044c,1488b418
b0128b47,7ea89308,91fc7f43,3511332c,00000055,80b81816,04101059,84a8084f
1eb3ce55,b9d3421b,d3f03ea1,fd54228c,00000055,83600c55,a5400059,26200c0c
385fe240,986c5f05,e6ed39a8,9ef1b5f1,00000055,a0213955,8031b514,20108c41
691b76ca,c8dec9aa,70aed34e,b29fed7f,00000055,20849315,a085ad35,80013e20
d509d3a4,2a16e425,8fff45e9,a54a46a6,00000055,8f1f05d4,a50a06d5,2a150301
faa8ebec,5497e343,90470f07,7ebec50e,00000055,80070852,2e3e005b,ae390809
7577e494,1ecf7114,78d80886,4b3b15b5,00000055,689800d5,4b3815d5,23a01500
e0817769,67a90168,d7e4dbc5,0f869bb3,00000055,87205254,07001254,80204000
9c3f866d,d94d8488,ff1ec7ba,946c9828,00000055,451202f5,04600075,41720280
9c4c9d64,61e0a5ca,61465496,200fc71d,00000055,610410d3,200c0059,4108108a
36df32c0,b71d60cf,a59f49ef,c158cc9c,00000055,8182405a,81404059,00c20003
3d2aba3b,c14b8e3e,d71a6c1e,95072dad,00000055,d4002451,94012450,40010001
21392bcb,c2eb74e0,7a2cceba,b2062da1,00000055,62004e7f,a2020d74,c002430b
e7eaacb4,320d3a33,7bb4dd68,4160a114,00000055,51a49455,41608051,10c41404
951ec936,7bdcb00e,774b70ec,30b06f83,00000055,6642707d,20806955,46c21928
ddc16c4a,8c0aada4,27e28c5e,db4fe624,00000055,01c2801b,514bc071,5089406a
bc073ec4,537989e7,7a8ffac7,0d9d8e5a,00000055,6a0eb256,0d1c8657,67123401
c07ab03d,135b7187,bdf706d1,f31b578f,00000055,912100c5,d30141df,4220411a
efdfd759,142ae286,122422f8,eb0055b7,00000055,1224208d,eb0015c2,f924354f
a904d0cd,66cd5669,b3e9425b,2ad3cdd3,00000055,83c90255,0ac184d5,89088680
c70ef8a7,cc1301e8,440dd907,c55c486f,00000055,000dd952,011c481a,01119148
ab1e3667,99c9327f,598a8130,438ba9bf,00000055,10820045,0283004d,12010008
62c80ceb,f3b596e3,fbe067bd,021b1252,00000055,9160025d,00191255,91791008
d52749dc,c28af2e1,2df6363d,9ce9a87a,00000055,05a43268,14a9a86d,110d9a05
948df0e4,f72ab181,188b4cd9,3d63f4bb,00000055,00834014,21234074,21a00060
f4d8e53f,522f8a5e,7af9720d,c79fc960,00000055,22f16254,86974935,a4662b61
354a61bd,d5ea1b7b,b29df1f4,6681b867,00000055,a0807091,60803813,c0004882
998b1d27,dc9a9d99,fc5731c7,dcd2b308,00000055,441100d3,4410805d,0001808e
50a77e04,3994a7c7,d2cf7769,d1374fd4,00000055,40035114,41334995,01301881
ccf28a01,d5fb8f8e,878f2aed,34f0eb41,00000055,010900d8,10000154,1109018c
e4aa45cb,e59bbc31,6da507bb,316596f8,00000055,012101ef,012190ad,00009142
1a99233f,79b3437f,5273b704,41a0846a,00000055,42222055,41200015,03022040
93127c30,03f836c4,1ef46313,ab4d6038,00000055,10e04245,80484065,90a80220
c8cd2af6,36fd852f,1ae9e288,e1c7de0b,00000055,1a20a2dd,e0008e5c,fa202c81
6d585146,36602bd7,7e431fa3,0f1fdbd7,00000055,5a001ad4,0b185ac4,51184010
7a043f8a,3185252a,e92a03ac,de2b81cd,00000055,490002f5,4a0100d5,03010220
12aa3b3e,7ee0d969,e03433fc,6166d731,00000055,60002201,6042c244,0042e045
4924ba7b,b105a928,ec52c4d6,b1dab538,00000055,e8000007,b0001145,58001142
f47e8b6b,ab3b6af5,5cce34c3,7380dd61,00000055,5c4420d7,5300c155,0f44e182
95aef8d6,12f5f4b3,a82ec0ec,3b901587,00000055,800a0031,03100450,831a0461
6063716d,70510f3e,5f3148f5,af3f6f41,00000055,10304804,00326e14,10022610
1f9a2970,ef22066d,4070b155,4e317d4c,00000055,40302140,40302d59,00000c19
c885f919,871b4133,de743dd5,28cd7f4e,00000055,4e143855,088c385f,4698000a
1b25faac,6e579ac3,f1689cfd,c99af02a,00000055,71600038,4112607f,30726047
1f2ed05c,89492971,ddeec4de,f03494cf,00000055,9466c059,90249058,04425001
cc61dfc2,f8e28652,cc58b189,13db21e1,00000055,040011d5,108301d5,14831000
1cd348ba,cc98414b,a3ce9088,bd81a5fd,00000055,804a00d5,900101a4,104b0171
d5b3a888,6d21feb4,feb22332,2903522e,00000055,b8920265,28025279,9090501c
fae5bebf,adfa8933,051c5734,89be4fae,00000055,051c1751,011e07d9,04021088
f6b97446,a96b26ce,c8ad50ef,b5356345,00000055,488050dd,15104255,5d901288
648eb32e,b8a006d8,027336ad,63f44084,00000055,002234f1,402400d1,40063420
f21f0880,4ff7e64b,241cd5c1,d1c3d9d9,00000055,2408c494,91c0c89c,b5c80c08
c8ce57cf,89e5ff46,08922671,e10031d4,00000055,00022054,410020d5,41020081
04f9fd1b,6ed9faee,a85e2920,569d3f01,00000055,28000175,42000754,6a000621
dbaa1d65,0bd6c063,637875dd,daab24c1,00000055,40785551,d0280455,90505104
cd48f333,136492ed,7df1c468,d85ece4b,00000055,5c20401d,d80c401f,842c0002
b1f56993,953a09b3,b74c27f6,834669f0,00000055,244c2075,00466075,240a4000
527549df,19121f2a,2ddad34a,ab271127,00000055,09425215,0b271070,02654265
9fa72463,55704193,b2761fad,35231131,00000055,825605f5,00030165,82550490
84f1e4b5,b679a8f6,c3730609,658473ff,00000055,02000454,20804016,22804442
3d28821d,283c4270,38cdbe68,b27dc409,00000055,1004803d,1014c05c,00104061
7d2ceacf,997967f8,48dedd9f,ac08daad,00000055,40548d42,a4008870,e4540532
f06acfb1,198b4b41,0cb76945,af34739b,00000055,08a10015,a92000c5,a18100d0
be839be8,e9498aa8,cde4bc92,963f5a26,00000055,45c01055,160a1055,53ca0000
9bf992f1,e901efdd,40811d18,721e0e56,00000055,40801d5d,72180c51,3298110c
a2fb2f52,f85934ea,b910bf13,2bcddd84,00000055,18001b45,0a8019d5,12800290
7a756e78,bf69b06a,d466ca97,08b7fcf1,00000055,c404ca47,0014dc45,c4101602
d19278ed,cde42091,1ad7efa6,3d832103,00000055,18564871,1c020055,04544824
84603daa,e8ed34c2,967088ba,564e9612,00000055,0400087d,440c0055,400c0828
8205453c,fc5d45c3,9ed8d7f3,36850756,00000055,1e5800a6,36000003,285800a5
a909fc84,051f12d1,cf4d1776,cc77c028,00000055,8c040601,8c16c055,0012c654
df6c4d4a,a77e60e7,d6e57c26,e6703512,00000055,50002c71,60102555,30100924
8adeb491,80471ce0,365b2c0c,fefac99b,00000055,02192855,0a988844,0881a011
5a75f7bc,ff065f07,0ef7da22,333ce213,00000055,04738877,2130a046,25432831
68738ad6,ad4198fb,1c6c884c,20641c35,00000055,04200059,00201070,04001029
b961569c,544e7320,ad98947c,1103623a,00000055,ad080469,0103206d,ac0b2404
5dc09026,665d52ca,c87e93fd,809604ad,00000055,081c82b9,009400f9,08888240
f58cbeb1,07531d83,f94cea6d,1c78be7b,00000055,f04ca275,1058a267,e0140012
f02f7ab5,25ef7640,b9ea4367,224d936b,00000055,91c00030,00400034,91800004
c460c018,17387d2c,a8554381,eed83c0d,00000055,80500155,c2583c51,42083d04
2f7471f5,7aaa3b09,c3addcd2,66ccff9e,00000055,418c4885,44cc4ac9,0540024c
8736cdc0,78cdceca,28d2b5df,6a7447aa,00000055,28d2015f,6a70035f,42a20200
8d0218cd,549c5ae4,07aa3dc7,491ea8d6,00000055,018a0054,491e0055,48940001
29cdee5c,89719b4a,d34151d6,54c3a58f,00000055,80005143,00802553,80807410
7c1d0266,0790cf8e,5e130769,26f9716d,00000055,5a01053d,2289413d,78884400
8062a666,9c44cf0d,7b27200d,2a190499,00000055,1826205c,0800005c,10262000
57b4be1b,6994cd8b,864e4026,21bb7003,00000055,06004055,20207055,26203000
753f49d9,95494527,0219150e,d038492f,00000055,0010045b,c030087b,c0200c20
f9c103f2,8424cafc,13dbe478,8d10d2b1,00000055,11c1c05d,0d00c055,1cc10008
c87d62d3,41d7b0b1,d1619430,235f812f,00000055,81209075,010a8077,802a1002
9a452f6d,d500c6a7,67a61314,af41cb4f,00000055,47040155,0f41c91f,4845c84a
327ccf51,04947d13,95698842,d3d6edc1,00000055,14688017,12c0a015,06a82002
7c0155d9,e5176d03,8b84e22b,126a4d9e,00000055,8904205f,100208cf,99062890
7ebbe45f,d1bd9ddc,4a2e6a56,c0be2275,00000055,0a066857,80062054,8a004803
6864c538,9ec02594,4f661c86,f1d907ae,00000055,462400d1,f08000f9,b6a40028
11c59c5c,b04debf8,023b510a,4766bae0,00000055,00085155,010032f5,010863a0
3fb031a9,cdad1fc0,37c25834,78f306b8,00000055,32000875,7011067d,42110e08
8eff9691,4ece7e4b,b00a7fed,85cef83d,00000055,8000689d,8000e84d,000080d0
ca16e971,a8f5a382,2eee8366,46cfaee3,00000055,22e20237,42c30ab6,60210881
cc2bfcce,e806a48d,cf22b6fa,025b2571,00000055,04201017,00090014,04291003
ad368286,8baa778d,2be70537,27cfaf9a,00000055,22840556,268ca55f,0408a009
9be9965a,9035c060,98b65f57,68ce9963,00000055,08945647,08cc1077,00584630
d253c86a,00d64898,8c54cce2,df5e9c5d,00000055,800480b7,d2048005,520000b2
2222ec5a,d8a876d9,0bb24fee,0aa7bf1e,00000055,0a820ad7,0a829a57,00009080
f6358b35,5ccc68cb,c3feacb6,aef820c9,00000055,82f8a0e3,aaf8209d,2800807e
691f156e,7eff774a,a27d121f,61d8a25e,00000055,02600251,01c02251,03a02000
9bbad1d9,67960243,ea4946ac,dd2db064,00000055,e80842dd,dc2c9055,3424d288
03f8771e,a2208bda,fb3702ab,f250d26e,00000055,a11000d5,a050d011,0140d0c4
247e462a,f9489e15,dd2e6263,1092103b,00000055,dd264076,1012106e,cd345018
92274e8b,24608c1b,59e3507e,ff9b4332,00000055,10434045,b6034245,a6400200
566e5141,77fa1661,f5812c3f,99f456e7,00000055,21800475,01944675,20144200
3db17c8e,1c48803c,a8f8fa64,2201ab97,00000055,20f8f875,2001a8c7,00f950b2
2f42388c,06e62165,dbeceb22,d6829383,00000055,09a40975,008011d4,092418a1
77b7195e,249bc506,4d9aba4a,f141bc5c,00000055,4108981d,51009c0d,10080410
f8fd687c,dc70b611,48c4fe10,822cca22,00000055,0084de55,000cca75,00881420
7675b915,1d77dffe,e6391407,be0f3d06,00000055,62000456,2a022457,48022001
e5fba91c,d6252a4b,f2a1318c,3b56ae17,00000055,32800151,33568242,01d68313
cc5c0e6d,aae7d486,a2511923,e2d7c53b,00000055,22111876,6293c07e,4082d808
ed018948,10245229,d20369c8,169dfac7,00000055,d0014915,1405da14,c4049301
2f4db5b3,fd18ef7b,15162666,24c49de7,00000055,10140215,00441895,10501a80
fc5d4e7b,4be47ed8,6a32839e,9772d812,00000055,223000d7,97301057,b5001080
c7d98bf3,6d983827,115708bf,d18d751a,00000055,004100c1,80013145,80403184
08a4b999,8a3a1666,604fc5cc,1bcf4d53,00000055,000e8599,028e0d06,0280889f
5aa66426,6ecef9f9,4061ae81,001e794d,00000055,00608cd4,00081918,006895cc
7d589e58,8eac43f1,61ed4249,6211c9b0,00000055,61e4405c,6210c9f5,03f489a9
605b88a7,df654b3f,496f759c,e53d9c82,00000055,092e41cd,a53c80d5,ac12c118
7b4939c0,a50c1dc2,7ebd2582,e4093bb2,00000055,5e052457,c4012057,9a040400
a96e7c62,2a81ea36,55f7a475,be344425,00000055,01e78401,82240451,83c38050
3e4dc87e,71f5ad37,adb54480,48906627,00000055,0db04455,48906454,45202001
c1faec08,3f59b6fc,e97ba42c,b7a7cc0d,00000055,e8230071,b6a34851,5e804820
f83c323c,efc76405,b6186689,92e41cf4,00000055,1618465c,12e01465,04f85239
64262fae,a0b3f1dc,2eb9387c,ded2d50d,00000055,04911825,c490d455,c001cc70
8db17754,e1cd44e4,ae37db24,fc399ee4,00000055,2c341375,6c3812f5,400c0180
63f7242a,d157617d,ff44f9f7,ee91da72,00000055,b2004102,a2804007,10800105
d700fa1c,5bcb3c60,99b7e2ad,ea447592,00000055,8883c279,88404445,00c3863c
3def9dd9,8fb6ebf4,9e4a44a4,b3e2e95a,00000055,92484471,b240605d,2008242c
29be5429,09876e61,043e3742,5180cfb5,00000055,00383215,00000a55,00383840
477d9d5a,1d617d35,cd002b3b,936104ca,00000055,4800207e,1200001f,5a002061
1586bc3f,42d57f27,287fa7eb,85cd024c,00000055,0053835d,0541025d,05128100
9e7d5252,a85d4722,6b7d3cb9,79a78cec,00000055,22201465,30200435,12001050
812ebc53,183856c8,adfe53c6,a2729d4e,00000055,891642d7,8012885f,0904ca88
be583894,226b84fe,3eba9c72,2eac16fc,00000055,1c329c37,0c20143d,1012880a
fab8f12b,dbdbbc79,efdd40fb,a04ae232,00000055,21414007,20424047,01030040
45672170,2a5da52e,151910c6,577736be,00000055,05180013,4732044b,422a0458
453d89c4,78349155,3c795555,22639a78,00000055,3c091044,20011845,1c080801
b254b4f1,0b112fb6,accc677e,55403d9d,00000055,a8440313,11401950,b9041a43
69274c04,57afaed1,2dde6144,332a3cfb,00000055,2c886011,32082084,1e804095
f6eb7a64,e47ff710,30060d01,48e43eee,00000055,10040d55,00840c31,10800164
6bd3ae6b,f21b62a2,7adfa7de,90116dde,00000055,18c8849d,90004c9d,88c8c800
064eba3d,4b84c434,ab4d2947,c79e2c4f,00000055,09482854,458a2c5c,4cc20408
aa334c8c,7e8e1953,b8b1bd98,59b699d1,00000055,90b115cd,50b41184,c0050449
f50fcc6a,b91b81f3,00b9adac,86379d7f,00000055,00100ddd,04140d4c,04040091
0b51cda9,0193f1fb,ae763bbc,b654324a,00000055,0a423845,02403017,08020852
b4fc0e4a,8ee76fdb,2880bf2e,330d36d6,00000055,28002155,320920c5,1a090190
1d76026a,bb2d49cb,309011a1,7c320927,00000055,201001f4,24120974,04020880
69c04b0b,19225424,96149970,4a4d2b7f,00000055,10001975,40400b7a,5040120f
8608d1df,62cbfd1e,26467e0b,7466d927,00000055,24422c54,64420854,40002400
ab17251c,a297c24c,b043d0d5,bdb6896f,00000055,0000c005,09808115,09804110
735481b7,7a94c316,3c877417,2c7560a5,00000055,08804054,084040f4,00c000a0
1f2677ea,0ca8f22f,1002ee2f,f278c7f6,00000055,10028450,12088591,020a01c1
07211e6b,bb070001,55323748,3718805d,00000055,1422161d,3400001d,20221600
a37eb594,b51a6104,2daab044,a4368a80,00000055,04209055,042480d5,00041080
